time,2000000,1000000
1.000000000000,-441.70,-777.72
32.00000000000,-436.14,-717.62
61.00000000000,-432.34,-665.76
92.00000000000,-432.35,-688.78
122.0000000000,-442.03,-795.20
153.0000000000,-456.36,-985.34
183.0000000000,-444.39,-818.17
214.0000000000,-438.07,-669.88
245.0000000000,-432.69,-567.64
275.0000000000,-427.89,-503.96
306.0000000000,-424.26,-475.23
336.0000000000,-420.58,-447.59
367.0000000000,-416.86,-417.03
