   5.632288E-01    5.024108E-01    4.730440E-01    4.928991E-01    5.111716E-01    4.928991E-01    4.730440E-01    5.024108E-01    5.632288E-01
   5.032186E-01    3.807452E-01    3.012303E-01    3.852084E-01    4.429527E-01    3.852084E-01    3.012303E-01    3.807452E-01    5.032186E-01
   4.749220E-01    3.020494E-01    0.000000E+00    3.255440E-01    4.239854E-01    3.255440E-01    0.000000E+00    3.020494E-01    4.749220E-01
   4.962227E-01    3.866553E-01    3.254477E-01    4.124042E-01    4.690414E-01    4.124042E-01    3.254477E-01    3.866553E-01    4.962227E-01
   5.168358E-01    4.453745E-01    4.232923E-01    4.689977E-01    5.017866E-01    4.689977E-01    4.232923E-01    4.453745E-01    5.168358E-01
   5.024818E-01    3.907541E-01    3.246863E-01    4.167038E-01    4.770797E-01    4.167038E-01    3.246863E-01    3.907541E-01    5.024818E-01
   4.857578E-01    3.156449E-01    0.000000E+00    3.452371E-01    4.484793E-01    3.452371E-01    0.000000E+00    3.156449E-01    4.857578E-01
   5.038645E-01    3.902910E-01    3.222859E-01    4.135017E-01    4.738238E-01    4.135017E-01    3.222859E-01    3.902910E-01    5.038645E-01
   5.206429E-01    4.455560E-01    4.194965E-01    4.646570E-01    4.981145E-01    4.646570E-01    4.194965E-01    4.455560E-01    5.206429E-01
   5.043404E-01    3.904788E-01    3.221495E-01    4.126503E-01    4.726100E-01    4.126503E-01    3.221495E-01    3.904788E-01    5.043404E-01
   4.867645E-01    3.158158E-01    0.000000E+00    3.430786E-01    4.456455E-01    3.430786E-01    0.000000E+00    3.158158E-01    4.867645E-01
   5.043404E-01    3.904788E-01    3.221495E-01    4.126503E-01    4.726100E-01    4.126503E-01    3.221495E-01    3.904788E-01    5.043404E-01
   5.206429E-01    4.455560E-01    4.194965E-01    4.646570E-01    4.981145E-01    4.646570E-01    4.194965E-01    4.455560E-01    5.206429E-01
   5.038645E-01    3.902910E-01    3.222859E-01    4.135017E-01    4.738238E-01    4.135017E-01    3.222859E-01    3.902910E-01    5.038645E-01
   4.857578E-01    3.156449E-01    0.000000E+00    3.452371E-01    4.484793E-01    3.452371E-01    0.000000E+00    3.156449E-01    4.857578E-01
   5.024818E-01    3.907541E-01    3.246863E-01    4.167038E-01    4.770797E-01    4.167038E-01    3.246863E-01    3.907541E-01    5.024818E-01
   5.168358E-01    4.453745E-01    4.232923E-01    4.689977E-01    5.017866E-01    4.689977E-01    4.232923E-01    4.453745E-01    5.168358E-01
   4.962227E-01    3.866553E-01    3.254477E-01    4.124042E-01    4.690414E-01    4.124042E-01    3.254477E-01    3.866553E-01    4.962227E-01
   4.749220E-01    3.020494E-01    0.000000E+00    3.255440E-01    4.239854E-01    3.255440E-01    0.000000E+00    3.020494E-01    4.749220E-01
   5.032186E-01    3.807452E-01    3.012303E-01    3.852084E-01    4.429527E-01    3.852084E-01    3.012303E-01    3.807452E-01    5.032186E-01
   5.632288E-01    5.024108E-01    4.730440E-01    4.928991E-01    5.111716E-01    4.928991E-01    4.730440E-01    5.024108E-01    5.632288E-01
