parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,inst,j,pname,pstyle,ptype,x,y,zone,parval1_trans,parlbnd_trans,parubnd_trans
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:10_j:5_x:2750.00_y:5250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,10,2,5,npf,m,gr,2750.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:10_j:6_x:3250.00_y:5250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,10,2,6,npf,m,gr,3250.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:10_j:7_x:3750.00_y:5250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,10,2,7,npf,m,gr,3750.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:10_j:8_x:4250.00_y:5250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,10,2,8,npf,m,gr,4250.00,5250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:11_j:0_x:250.00_y:4750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,11,2,0,npf,m,gr,250.00,4750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:11_j:1_x:750.00_y:4750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,11,2,1,npf,m,gr,750.00,4750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:11_j:2_x:1250.00_y:4750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,11,2,2,npf,m,gr,1250.00,4750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:11_j:3_x:1750.00_y:4750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,11,2,3,npf,m,gr,1750.00,4750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:11_j:4_x:2250.00_y:4750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,11,2,4,npf,m,gr,2250.00,4750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:11_j:5_x:2750.00_y:4750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,11,2,5,npf,m,gr,2750.00,4750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:11_j:6_x:3250.00_y:4750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,11,2,6,npf,m,gr,3250.00,4750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:11_j:7_x:3750.00_y:4750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,11,2,7,npf,m,gr,3750.00,4750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:11_j:8_x:4250.00_y:4750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,11,2,8,npf,m,gr,4250.00,4750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:12_j:0_x:250.00_y:4250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,12,2,0,npf,m,gr,250.00,4250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:12_j:1_x:750.00_y:4250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,12,2,1,npf,m,gr,750.00,4250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:12_j:2_x:1250.00_y:4250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,12,2,2,npf,m,gr,1250.00,4250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:12_j:3_x:1750.00_y:4250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,12,2,3,npf,m,gr,1750.00,4250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:12_j:4_x:2250.00_y:4250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,12,2,4,npf,m,gr,2250.00,4250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:12_j:5_x:2750.00_y:4250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,12,2,5,npf,m,gr,2750.00,4250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:12_j:6_x:3250.00_y:4250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,12,2,6,npf,m,gr,3250.00,4250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:12_j:7_x:3750.00_y:4250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,12,2,7,npf,m,gr,3750.00,4250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:12_j:8_x:4250.00_y:4250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,12,2,8,npf,m,gr,4250.00,4250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:13_j:0_x:250.00_y:3750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,13,2,0,npf,m,gr,250.00,3750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:13_j:1_x:750.00_y:3750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,13,2,1,npf,m,gr,750.00,3750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:13_j:2_x:1250.00_y:3750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,13,2,2,npf,m,gr,1250.00,3750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:13_j:3_x:1750.00_y:3750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,13,2,3,npf,m,gr,1750.00,3750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:13_j:4_x:2250.00_y:3750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,13,2,4,npf,m,gr,2250.00,3750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:13_j:5_x:2750.00_y:3750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,13,2,5,npf,m,gr,2750.00,3750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:13_j:6_x:3250.00_y:3750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,13,2,6,npf,m,gr,3250.00,3750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:13_j:7_x:3750.00_y:3750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,13,2,7,npf,m,gr,3750.00,3750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:13_j:8_x:4250.00_y:3750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,13,2,8,npf,m,gr,4250.00,3750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:14_j:0_x:250.00_y:3250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,14,2,0,npf,m,gr,250.00,3250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:14_j:1_x:750.00_y:3250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,14,2,1,npf,m,gr,750.00,3250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:14_j:2_x:1250.00_y:3250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,14,2,2,npf,m,gr,1250.00,3250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:14_j:3_x:1750.00_y:3250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,14,2,3,npf,m,gr,1750.00,3250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:14_j:4_x:2250.00_y:3250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,14,2,4,npf,m,gr,2250.00,3250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:14_j:5_x:2750.00_y:3250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,14,2,5,npf,m,gr,2750.00,3250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:14_j:6_x:3250.00_y:3250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,14,2,6,npf,m,gr,3250.00,3250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:14_j:7_x:3750.00_y:3250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,14,2,7,npf,m,gr,3750.00,3250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:14_j:8_x:4250.00_y:3250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,14,2,8,npf,m,gr,4250.00,3250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:15_j:0_x:250.00_y:2750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,15,2,0,npf,m,gr,250.00,2750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:15_j:1_x:750.00_y:2750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,15,2,1,npf,m,gr,750.00,2750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:15_j:2_x:1250.00_y:2750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,15,2,2,npf,m,gr,1250.00,2750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:15_j:3_x:1750.00_y:2750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,15,2,3,npf,m,gr,1750.00,2750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:15_j:4_x:2250.00_y:2750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,15,2,4,npf,m,gr,2250.00,2750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:15_j:5_x:2750.00_y:2750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,15,2,5,npf,m,gr,2750.00,2750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:15_j:6_x:3250.00_y:2750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,15,2,6,npf,m,gr,3250.00,2750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:15_j:7_x:3750.00_y:2750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,15,2,7,npf,m,gr,3750.00,2750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:15_j:8_x:4250.00_y:2750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,15,2,8,npf,m,gr,4250.00,2750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:16_j:0_x:250.00_y:2250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,16,2,0,npf,m,gr,250.00,2250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:16_j:1_x:750.00_y:2250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,16,2,1,npf,m,gr,750.00,2250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:16_j:2_x:1250.00_y:2250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,16,2,2,npf,m,gr,1250.00,2250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:16_j:3_x:1750.00_y:2250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,16,2,3,npf,m,gr,1750.00,2250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:16_j:4_x:2250.00_y:2250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,16,2,4,npf,m,gr,2250.00,2250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:16_j:5_x:2750.00_y:2250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,16,2,5,npf,m,gr,2750.00,2250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:16_j:6_x:3250.00_y:2250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,16,2,6,npf,m,gr,3250.00,2250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:16_j:7_x:3750.00_y:2250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,16,2,7,npf,m,gr,3750.00,2250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:16_j:8_x:4250.00_y:2250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,16,2,8,npf,m,gr,4250.00,2250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:17_j:0_x:250.00_y:1750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,17,2,0,npf,m,gr,250.00,1750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:17_j:1_x:750.00_y:1750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,17,2,1,npf,m,gr,750.00,1750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:17_j:2_x:1250.00_y:1750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,17,2,2,npf,m,gr,1250.00,1750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:17_j:3_x:1750.00_y:1750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,17,2,3,npf,m,gr,1750.00,1750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:17_j:4_x:2250.00_y:1750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,17,2,4,npf,m,gr,2250.00,1750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:17_j:5_x:2750.00_y:1750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,17,2,5,npf,m,gr,2750.00,1750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:17_j:6_x:3250.00_y:1750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,17,2,6,npf,m,gr,3250.00,1750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:17_j:7_x:3750.00_y:1750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,17,2,7,npf,m,gr,3750.00,1750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:17_j:8_x:4250.00_y:1750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,17,2,8,npf,m,gr,4250.00,1750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:18_j:0_x:250.00_y:1250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,18,2,0,npf,m,gr,250.00,1250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:18_j:1_x:750.00_y:1250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,18,2,1,npf,m,gr,750.00,1250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:18_j:2_x:1250.00_y:1250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,18,2,2,npf,m,gr,1250.00,1250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:18_j:3_x:1750.00_y:1250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,18,2,3,npf,m,gr,1750.00,1250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:18_j:4_x:2250.00_y:1250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,18,2,4,npf,m,gr,2250.00,1250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:18_j:5_x:2750.00_y:1250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,18,2,5,npf,m,gr,2750.00,1250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:18_j:6_x:3250.00_y:1250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,18,2,6,npf,m,gr,3250.00,1250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:18_j:7_x:3750.00_y:1250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,18,2,7,npf,m,gr,3750.00,1250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:18_j:8_x:4250.00_y:1250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,18,2,8,npf,m,gr,4250.00,1250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:19_j:0_x:250.00_y:750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,19,2,0,npf,m,gr,250.00,750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:19_j:1_x:750.00_y:750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,19,2,1,npf,m,gr,750.00,750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:19_j:2_x:1250.00_y:750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,19,2,2,npf,m,gr,1250.00,750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:19_j:3_x:1750.00_y:750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,19,2,3,npf,m,gr,1750.00,750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:19_j:4_x:2250.00_y:750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,19,2,4,npf,m,gr,2250.00,750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:19_j:5_x:2750.00_y:750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,19,2,5,npf,m,gr,2750.00,750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:19_j:6_x:3250.00_y:750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,19,2,6,npf,m,gr,3250.00,750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:19_j:7_x:3750.00_y:750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,19,2,7,npf,m,gr,3750.00,750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:19_j:8_x:4250.00_y:750.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,19,2,8,npf,m,gr,4250.00,750.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:20_j:0_x:250.00_y:250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,20,2,0,npf,m,gr,250.00,250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:20_j:1_x:750.00_y:250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,20,2,1,npf,m,gr,750.00,250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:20_j:2_x:1250.00_y:250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,20,2,2,npf,m,gr,1250.00,250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:20_j:3_x:1750.00_y:250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,20,2,3,npf,m,gr,1750.00,250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:20_j:4_x:2250.00_y:250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,20,2,4,npf,m,gr,2250.00,250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:20_j:5_x:2750.00_y:250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,20,2,5,npf,m,gr,2750.00,250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:20_j:6_x:3250.00_y:250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,20,2,6,npf,m,gr,3250.00,250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:20_j:7_x:3750.00_y:250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,20,2,7,npf,m,gr,3750.00,250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:npf_k_inst:2_ptype:gr_pstyle:m_i:20_j:8_x:4250.00_y:250.00,log,factor,1.0,0.5,2.0,npf_gr,1.0,0.0,1,20,2,8,npf,m,gr,4250.00,250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:0_ptype:cn_pstyle:m,log,factor,1.0,0.5,2.0,sto_cn,1.0,0.0,1,,0,,sto,m,cn,,,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:2_j:2_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,2,1,2,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:2_j:6_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,2,1,6,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:6_j:2_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,6,1,2,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:6_j:6_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,6,1,6,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:10_j:2_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,10,1,2,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:10_j:6_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,10,1,6,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:14_j:2_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,14,1,2,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:14_j:6_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,14,1,6,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:18_j:2_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,18,1,2,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:1_ptype:pp_pstyle:m_i:18_j:6_zone:1,log,factor,1.0,0.5,2.0,sto_pp,1.0,0.0,1,18,1,6,sto,m,pp,,,1,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:0_x:250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,0,sto,m,gr,250.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:1_x:750.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,1,sto,m,gr,750.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:2_x:1250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,0,2,2,sto,m,gr,1250.00,10250.00,,0.0,-0.3010299956639812,0.3010299956639812
