obsnme,obsval,weight,obgnme,datetime
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:248.000221879,1018.884785477367,1.0,hds001_010_004,20200905
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:25.26758992111,1018.830530713356,1.0,hds001_010_004,20200126
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:250.618548927,1018.883401548419,1.0,hds001_010_004,20200907
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:253.7605413847,1018.881740772075,1.0,hds001_010_004,20200910
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:257.5309323339,1018.879747751741,1.0,hds001_010_004,20200914
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:262.0554014729,1018.877355999566,1.0,hds001_010_004,20200919
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:267.4847644398,1018.874485712935,1.0,hds001_010_004,20200924
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:274.0,1018.871041103944,1.0,hds001_010_004,20201001
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:275.8788920947,1018.870047677918,1.0,hds001_010_004,20201002
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:278.1335626083,1018.868855534938,1.0,hds001_010_004,20201005
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:280.8391672246,1018.867424917643,1.0,hds001_010_004,20201007
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:284.0858927642,1018.865708111047,1.0,hds001_010_004,20201011
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:287.9819634117,1018.86364784831,1.0,hds001_010_004,20201014
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:292.6572481887,1018.861175396466,1.0,hds001_010_004,20201019
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:298.2675899211,1018.858208257581,1.0,hds001_010_004,20201025
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:305.0,1018.854647407661,1.0,hds001_010_004,20201101
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:306.8182826723,1018.853685642875,1.0,hds001_010_004,20201102
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:309.000221879,1018.852531495373,1.0,hds001_010_004,20201105
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:311.618548927,1018.851146475513,1.0,hds001_010_004,20201107
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:314.7605413847,1018.849484389962,1.0,hds001_010_004,20201110
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:318.5309323339,1018.847489798416,1.0,hds001_010_004,20201114
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:32.0,1018.830179095254,1.0,hds001_010_004,20200202
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:323.0554014729,1018.845096160554,1.0,hds001_010_004,20201119
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:328.4847644398,1018.842223610763,1.0,hds001_010_004,20201124
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:33.69706382744,1018.831794735015,1.0,hds001_010_004,20200203
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:335.0,1018.838776285497,1.0,hds001_010_004,20201201
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:336.8788920947,1018.838206534356,1.0,hds001_010_004,20201202
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:339.1335626083,1018.837522820058,1.0,hds001_010_004,20201205
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:341.8391672246,1018.836702367634,1.0,hds001_010_004,20201207
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:345.0858927642,1018.835717803528,1.0,hds001_010_004,20201211
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:348.9819634117,1018.834536296076,1.0,hds001_010_004,20201214
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:35.73354042038,1018.833733414767,1.0,hds001_010_004,20200205
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:353.6572481887,1018.833118443177,1.0,hds001_010_004,20201219
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:359.2675899211,1018.831416956401,1.0,hds001_010_004,20201225
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:366.0,1018.82937508112,0.0,hds001_010_004,20210101
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:367.8788920947,1018.829276951803,0.0,hds001_010_004,20210102
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:370.1335626083,1018.829159196383,0.0,hds001_010_004,20210105
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:372.8391672246,1018.829017889533,0.0,hds001_010_004,20210107
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:376.0858927642,1018.828848320818,0.0,hds001_010_004,20210111
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:379.9819634117,1018.828644837647,0.0,hds001_010_004,20210114
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:38.17731233189,1018.836059703824,1.0,hds001_010_004,20200208
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:384.6572481887,1018.828400656818,0.0,hds001_010_004,20210119
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:390.2675899211,1018.828107638349,0.0,hds001_010_004,20210125
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:397.0,1018.827756014054,0.0,hds001_010_004,20210201
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:398.6970638274,1018.829371747794,0.0,hds001_010_004,20210202
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:400.7335404204,1018.83131054033,0.0,hds001_010_004,20210204
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:403.1773123319,1018.83363696474,0.0,hds001_010_004,20210207
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:406.1098386257,1018.83642849171,0.0,hds001_010_004,20210210
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:409.6288701783,1018.839778061582,0.0,hds001_010_004,20210213
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:41.10983862572,1018.838851068355,1.0,hds001_010_004,20200211
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:413.8517080414,1018.843797167527,0.0,hds001_010_004,20210217
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:418.9191134771,1018.848619550511,0.0,hds001_010_004,20210222
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:425.0,1018.854405626808,0.0,hds001_010_004,20210301
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:426.8788920947,1018.857136080302,0.0,hds001_010_004,20210302
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:429.1335626083,1018.860412374889,0.0,hds001_010_004,20210305
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:431.8391672246,1018.864343569041,0.0,hds001_010_004,20210307
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:435.0858927642,1018.869060484694,0.0,hds001_010_004,20210311
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:438.9819634117,1018.874720038753,0.0,hds001_010_004,20210314
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:44.6288701783,1018.842200443282,1.0,hds001_010_004,20200214
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:443.6572481887,1018.881510431611,0.0,hds001_010_004,20210319
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:449.2675899211,1018.889657359677,0.0,hds001_010_004,20210325
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:456.0,1018.899431452129,0.0,hds001_010_004,20210401
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:457.8182826723,1018.901159434546,0.0,hds001_010_004,20210402
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:460.000221879,1018.903232912839,0.0,hds001_010_004,20210405
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:462.618548927,1018.905720941909,0.0,hds001_010_004,20210407
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:465.7605413847,1018.90870636815,0.0,hds001_010_004,20210410
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:469.5309323339,1018.912288579159,0.0,hds001_010_004,20210414
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:474.0554014729,1018.916586799595,0.0,hds001_010_004,20210419
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:479.4847644398,1018.921744040587,0.0,hds001_010_004,20210424
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:48.85170804141,1018.846219315276,1.0,hds001_010_004,20200218
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:486.0,1018.927931831542,0.0,hds001_010_004,20210501
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:487.8788920947,1018.927833871626,0.0,hds001_010_004,20210502
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:490.1335626083,1018.927716318902,0.0,hds001_010_004,20210505
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:492.8391672246,1018.927575254376,0.0,hds001_010_004,20210507
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:496.0858927642,1018.927405975012,0.0,hds001_010_004,20210511
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:499.9819634117,1018.927202836757,0.0,hds001_010_004,20210514
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:5.133562608273,1018.831582215829,1.0,hds001_010_004,20200106
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:504.6572481887,1018.926959066065,0.0,hds001_010_004,20210519
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:510.2675899211,1018.926666533506,0.0,hds001_010_004,20210525
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:517.0,1018.926315481667,0.0,hds001_010_004,20210601
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:518.8182826723,1018.925765255678,0.0,hds001_010_004,20210602
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:521.000221879,1018.925104973758,0.0,hds001_010_004,20210605
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:523.618548927,1018.924312619889,0.0,hds001_010_004,20210607
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:526.7605413847,1018.923361772641,0.0,hds001_010_004,20210610
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:53.91911347713,1018.851041417637,1.0,hds001_010_004,20200223
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:530.5309323339,1018.922220723033,0.0,hds001_010_004,20210614
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:535.0554014729,1018.920851415457,0.0,hds001_010_004,20210619
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:540.4847644398,1018.919208175973,0.0,hds001_010_004,20210624
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:547.0,1018.917236184911,0.0,hds001_010_004,20210701
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:548.8788920947,1018.916243838913,0.0,hds001_010_004,20210702
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:551.1335626083,1018.915052989657,0.0,hds001_010_004,20210705
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:553.8391672246,1018.91362392132,0.0,hds001_010_004,20210707
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:557.0858927642,1018.911908968099,0.0,hds001_010_004,20210711
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:560.9819634117,1018.909850921089,0.0,hds001_010_004,20210714
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:565.6572481887,1018.907381115071,0.0,hds001_010_004,20210719
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:571.2675899211,1018.904417130468,0.0,hds001_010_004,20210725
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:578.0,1018.900860032236,0.0,hds001_010_004,20210801
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:579.8788920947,1018.899867252685,0.0,hds001_010_004,20210802
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:582.1335626083,1018.898675881437,0.0,hds001_010_004,20210805
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:584.8391672246,1018.897246184151,0.0,hds001_010_004,20210807
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:588.0858927642,1018.895530472381,0.0,hds001_010_004,20210811
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:591.9819634117,1018.893471509411,0.0,hds001_010_004,20210814
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:596.6572481887,1018.89100059565,0.0,hds001_010_004,20210819
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:60.0,1018.856827157356,1.0,hds001_010_004,20200301
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:602.2675899211,1018.888035268725,0.0,hds001_010_004,20210825
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:609.0,1018.884476539781,0.0,hds001_010_004,20210901
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:61.87889209467,1018.859557449563,1.0,hds001_010_004,20200302
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:610.8182826723,1018.88351534389,0.0,hds001_010_004,20210902
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:613.000221879,1018.882361873147,0.0,hds001_010_004,20210905
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:615.618548927,1018.880977656586,0.0,hds001_010_004,20210907
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:618.7605413847,1018.879316521783,0.0,hds001_010_004,20210910
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:622.5309323339,1018.877323051181,0.0,hds001_010_004,20210914
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:627.0554014729,1018.874930728057,0.0,hds001_010_004,20210919
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:632.4847644398,1018.872059709207,0.0,hds001_010_004,20210924
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:639.0,1018.868614148435,0.0,hds001_010_004,20211001
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:64.13356260827,1018.862833550654,1.0,hds001_010_004,20200305
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:640.8788920947,1018.867620441682,0.0,hds001_010_004,20211002
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:643.1335626083,1018.866427952651,0.0,hds001_010_004,20211005
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:645.8391672246,1018.864996906472,0.0,hds001_010_004,20211007
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:649.0858927642,1018.863279564891,0.0,hds001_010_004,20211011
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:652.9819634117,1018.861218629652,0.0,hds001_010_004,20211014
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:657.6572481887,1018.858745324625,0.0,hds001_010_004,20211019
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:66.8391672246,1018.86676451269,1.0,hds001_010_004,20200307
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:663.2675899211,1018.855777091446,0.0,hds001_010_004,20211025
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:670.0,1018.85221481982,0.0,hds001_010_004,20211101
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:671.8182826723,1018.851252662958,0.0,hds001_010_004,20211102
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:674.000221879,1018.850098033102,0.0,hds001_010_004,20211105
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:676.618548927,1018.848712416903,0.0,hds001_010_004,20211107
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:679.7605413847,1018.847049589763,0.0,hds001_010_004,20211110
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:683.5309323339,1018.845054069553,0.0,hds001_010_004,20211114
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:688.0554014729,1018.842659259114,0.0,hds001_010_004,20211119
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:693.4847644398,1018.839785214249,0.0,hds001_010_004,20211124
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:7.839167224597,1018.831440919673,1.0,hds001_010_004,20200108
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:70.08589276419,1018.871481149935,1.0,hds001_010_004,20200311
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:700.0,1018.836335960779,0.0,hds001_010_004,20211201
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:701.8788920947,1018.835765679455,0.0,hds001_010_004,20211202
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:704.1335626083,1018.835081315017,0.0,hds001_010_004,20211205
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:706.8391672246,1018.834260038478,0.0,hds001_010_004,20211207
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:710.0858927642,1018.8332744492,0.0,hds001_010_004,20211211
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:713.9819634117,1018.832091657671,0.0,hds001_010_004,20211214
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:718.6572481887,1018.830672183327,0.0,hds001_010_004,20211219
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:724.2675899211,1018.828968629559,0.0,hds001_010_004,20211225
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:73.98196341169,1018.877140370131,1.0,hds001_010_004,20200314
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:731.0,1018.826924090006,0.0,hds001_010_004,20220101
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:78.6572481887,1018.883930362757,1.0,hds001_010_004,20200319
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:84.26758992111,1018.892076811593,1.0,hds001_010_004,20200325
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:91.0,1018.901850330663,1.0,hds001_010_004,20200401
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:92.81828267226,1018.903578213542,1.0,hds001_010_004,20200402
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:95.00022187897,1018.905651572555,1.0,hds001_010_004,20200405
oname:hds.csv_otype:lst_usecol:hds001_010_004_time:97.61854892703,1018.908139458759,1.0,hds001_010_004,20200407
